age	Unnamed: 0	Unnamed: 0.1	mlu	#words	#pronouns	#cased_pronoun	#errors	#verb	#noun	#determiner	richness	#I	#me	#you	#he	#him	#she	#her	#we	#us	#they	#them	#it	#parentwords	#parentpronouns	parentcased_pronouns	parenterrors	#parent_verb	#parent_noun	#parent_determiner	#past	#present	#perfect	#untensed	age	%pronouns	%error	%verb	%noun	%verb_tensed	%determiner	%parent_pronouns	%parent_verb	%parent_noun	%parent_determiner
39	729	729	8.131231670283455	8851	1130	659	0	1465	1057	462	0.2236523363800943	417	62	217	37	13	2	2	65	5	48	8	254	4634	613	243	0	680	524	258	434	134	28	735	39	0.07445486385719127	0.0	0.16551802056264828	0.11942153428991074	0.49829351535836175	0.05219749180883516	0.052438498057833405	0.146741476046612	0.11307725507121277	0.05567544238239102
40	716	716	7.92728200567693	8133	1104	707	0	1452	1093	394	0.2250224519593666	449	50	190	52	7	12	7	52	1	62	15	207	1800	262	116	1	272	235	98	533	134	48	603	40	0.08692979220459855	0.0	0.17853190704537072	0.13439075371941472	0.5847107438016529	0.048444608385589574	0.06444444444444444	0.1511111111111111	0.13055555555555556	0.05444444444444444
41	679	679	7.192729385702216	5604	770	474	0	968	662	237	0.23384416118952914	362	30	137	8	3	8	1	44	1	7	10	159	1230	133	43	0	177	154	80	239	98	21	512	41	0.08458244111349036	0.0	0.17273376159885795	0.11812990720913633	0.47107438016528924	0.04229122055674518	0.034959349593495934	0.14390243902439023	0.12520325203252033	0.06504065040650407
42	836	836	7.234697019827351	7138	995	627	0	1290	999	326	0.23459035462586064	417	63	188	18	9	2	1	75	12	25	5	180	2303	341	138	0	345	291	98	349	129	29	654	42	0.08783973101709162	0.0	0.18072289156626506	0.13995516951527037	0.4930232558139535	0.04567105631829644	0.059921841076856275	0.1498046026921407	0.12635692574902302	0.0425531914893617
43	900	900	7.309278533636993	7053	948	538	2	1236	959	347	0.23081747353580612	335	50	192	16	6	2	4	86	4	34	1	218	668	94	34	0	101	79	36	259	102	37	736	43	0.0762795973344676	0.0037174721189591076	0.17524457677584007	0.13597050900326102	0.4045307443365696	0.049198922444349924	0.05089820359281437	0.15119760479041916	0.11826347305389222	0.05389221556886228
44	840	840	7.76194345148529	5825	801	507	1	1077	686	244	0.24334477019745604	323	24	142	29	9	7	7	73	5	27	3	152	1165	153	50	0	164	127	49	364	130	49	404	44	0.08703862660944206	0.0019723865877712033	0.18489270386266093	0.11776824034334764	0.6248839368616528	0.041888412017167385	0.04291845493562232	0.1407725321888412	0.10901287553648069	0.04206008583690987
45	1285	1285	7.893642574730414	7637	1138	717	0	1390	913	340	0.2502753636432488	420	54	224	29	10	11	6	112	2	72	1	197	1115	141	67	0	157	129	62	392	139	43	677	45	0.09388503339007463	0.0	0.18200864213696477	0.1195495613460783	0.5129496402877698	0.04452009951551657	0.060089686098654706	0.14080717488789238	0.11569506726457399	0.05560538116591928
46	1242	1242	7.929484710788807	6332	832	469	0	1151	710	347	0.2565564507421343	259	54	196	42	5	6	2	75	1	24	1	167	640	91	34	0	98	55	28	337	119	42	534	46	0.0740682248894504	0.0	0.1817751105495894	0.11212886923562855	0.5360556038227628	0.05480101073910297	0.053125	0.153125	0.0859375	0.04375
47	1022	1022	8.45538846886474	5331	770	393	1	1004	583	222	0.25381097709790873	201	43	185	43	13	7	7	30	1	46	2	192	1035	146	53	0	149	117	45	268	116	24	480	47	0.07371975239167136	0.002544529262086514	0.18833239542299757	0.10936034515100357	0.5219123505976095	0.04164321890827237	0.051207729468599035	0.14396135265700483	0.11304347826086956	0.043478260869565216
48	606	606	7.617042517232237	2403	375	228	0	505	235	84	0.2764951372486113	106	40	91	1	3	31	5	32	1	6	3	56	582	81	23	0	87	61	27	109	60	13	263	48	0.09488139825218476	0.0	0.21015397419891801	0.09779442363712026	0.4792079207920792	0.03495630461922597	0.03951890034364261	0.14948453608247422	0.10481099656357389	0.04639175257731959
