	Unnamed: 0	age	mlu	#words	#pronouns	#cased_pronoun	#errors	#verb	#noun	#determiner	richness	#I	#me	#you	#he	#him	#she	#her	#we	#us	#they	#them	#it	#parentwords	#parentpronouns	parentcased_pronouns	parenterrors	#parent_verb	#parent_noun	#parent_determiner	#past	#present	#perfect	#untensed
45	45	53	5.875	854	104	70	0	123	108	45	0.1887953367875648	28	6	20	14	4	0	0	6	2	6	4	14	2211	276	159	1	292	256	112	36	8	4	75
46	46	53	7.837606837606838	934	108	65	1	121	100	47	0.18035068188143613	36	5	18	12	2	0	1	0	0	7	2	25	2643	318	161	0	334	303	99	34	15	8	64
47	47	54	9.25	1167	167	121	0	150	123	71	0.16308724832214766	61	2	18	23	6	2	3	5	0	15	4	28	2851	381	213	0	358	322	135	58	21	9	62
48	48	55	10.214814814814817	1313	177	106	0	176	134	59	0.1685671789786812	53	4	34	23	2	7	1	7	0	5	4	37	2560	293	155	0	299	298	117	63	28	5	80
49	49	56	0.0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
50	50	56	7.544642857142858	850	103	83	0	108	108	53	0.1673907487860976	59	4	12	5	1	3	1	3	2	4	1	8	2948	353	173	0	352	345	157	37	16	4	51
51	51	57	11.089430894308943	1305	158	111	1	169	189	76	0.1529438822447102	62	15	24	6	4	0	1	13	1	5	4	23	2927	370	176	0	356	365	144	55	23	6	85
52	52	57	6.747663551401869	756	77	57	0	88	124	46	0.16896024464831805	35	1	6	7	0	0	1	7	1	4	1	14	3068	369	174	1	386	414	188	27	8	4	49
53	53	58	0.0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
54	54	58	8.517857142857142	948	115	84	1	125	115	46	0.1827000808407437	55	2	15	10	3	4	0	6	0	2	2	16	2626	332	181	0	328	297	121	37	21	4	63
55	55	58	5.82258064516129	354	38	29	0	57	46	23	0.22290847838293093	21	3	2	1	0	0	0	1	0	2	1	7	1344	168	76	1	174	139	69	16	6	1	34
56	56	60	7.657894736842105	1140	121	66	0	142	138	58	0.16031969910672308	41	4	32	5	1	0	1	6	2	4	2	23	3038	372	181	1	394	371	113	30	17	5	90
