age	Unnamed: 0	Unnamed: 0.1	mlu	#words	#pronouns	#cased_pronoun	#errors	#verb	#noun	#determiner	richness	#I	#me	#you	#he	#him	#she	#her	#we	#us	#they	#them	#it	#parentwords	#parentpronouns	parentcased_pronouns	parenterrors	#parent_verb	#parent_noun	#parent_determiner	#past	#present	#perfect	#untensed	age	%pronouns	%error	%verb	%noun	%verb_tensed	%determiner	%parent_pronouns	%parent_verb	%parent_noun	%parent_determiner
23	21	21	3.8250024876446975	3396	428	233	2	567	569	104	0.12572901116641544	160	33	65	15	0	4	0	16	0	3	2	130	2643	321	111	0	324	372	164	55	76	18	418	23	0.06861012956419317	0.008583690987124463	0.16696113074204946	0.16755005889281507	0.26278659611992944	0.030624263839811542	0.04199772985244041	0.12258796821793416	0.14074914869466515	0.06205069996216421
24	25	25	4.103144900476778	3032	434	242	2	484	501	150	0.13116269353902407	138	42	108	28	6	1	2	21	0	4	0	84	2807	333	112	0	320	403	138	29	71	8	376	24	0.07981530343007916	0.008264462809917356	0.15963060686015831	0.16523746701846967	0.2231404958677686	0.04947229551451187	0.0399002493765586	0.11400071250445315	0.1435696473102957	0.04916280726754542
25	29	29	4.7953145673586555	4894	759	456	5	849	634	221	0.10625540769687178	267	63	131	40	2	1	5	41	0	16	21	172	6547	945	375	0	832	735	303	68	132	7	642	25	0.09317531671434409	0.010964912280701754	0.1734777278299959	0.12954638332652227	0.24381625441696114	0.045157335512872904	0.05727814266076065	0.12708110585000765	0.11226515961509088	0.04628073926989461
26	33	33	4.688439855201471	6092	888	542	1	949	919	248	0.10039196332296085	315	56	192	75	5	8	5	37	2	17	22	154	5836	755	299	0	716	693	255	109	178	11	651	26	0.08896913985554826	0.0018450184501845018	0.1557780695994747	0.15085357846355876	0.31401475237091675	0.040709126723571895	0.05123372172721042	0.12268677176148046	0.11874571624400274	0.04369431117203564
27	37	37	4.2764026087951486	3709	458	286	1	490	467	189	0.13057613348069896	152	40	108	20	3	6	21	28	4	6	6	64	4659	533	216	2	545	605	256	65	89	10	326	27	0.07710973308169318	0.0034965034965034965	0.13211108115394984	0.12590994877325426	0.3346938775510204	0.0509571313022378	0.0463618802318094	0.11697789225155612	0.12985619231594764	0.0549474136080704
