group	Unnamed: 0	Unnamed: 0.1	age	mlu	#words	#pronouns	#cased_pronoun	#errors	#verb	#noun	#determiner	richness	#I	#me	#you	#he	#him	#she	#her	#we	#us	#they	#them	#it	#parentwords	#parentpronouns	parentcased_pronouns	parenterrors	#parent_verb	#parent_noun	#parent_determiner	#past	#present	#perfect	#untensed	group	%pronouns	%error	%verb	%tensed_verb	%noun	%determiner	%parent_pronouns	%parent_verb	%parent_noun	%parent_determiner
36	136	136	36	4.68715736875601	8560	762	571	2	984	1486	603		237	31	107	196	21	1	7	38	1	21	18	84	2662	309	107	0	349	385	168	234	160	33	557	612	0.06670560747663551	0.0035026269702276708	0.11495327102803739	0.4339430894308943	0.1735981308411215	0.07044392523364486	0.04019534184823441	0.1311044327573253	0.1446280991735537	0.06311044327573254
