,Unnamed: 0,file,age,mlu,#words,#pronouns,#cased_pronoun,#errors,#verb,#noun,#determiner,richness,#I,#me,#you,#he,#him,#she,#her,#we,#us,#they,#them,#it,#parentwords,#parentpronouns,parentcased_pronouns,parenterrors,#parent_verb,#parent_noun,#parent_determiner,#past,#present,#perfect,#untensed
260,260,HSLLD/HV1/shl,46,3.953488372,381,47,32,0,62,38,18,0.211842105,22,2,9,0,0,2,1,2,0,1,2,6,1073,135,56,2,153,119,58,11,4,0,47
261,261,HSLLD/HV1/sho,43,1.863636364,39,2,2,0,3,12,3,0.247360483,0,0,0,2,0,0,0,0,0,0,0,0,1241,136,105,1,171,215,115,3,0,0,0
262,262,HSLLD/HV1/sho,43,4.615384615,59,5,3,0,5,15,11,0.257194245,2,0,0,0,0,0,0,1,0,0,0,2,467,70,21,0,66,36,22,5,2,0,-2
263,263,HSLLD/HV1/sho,43,3.485981308,422,55,35,0,40,60,24,0.149305556,11,2,16,12,0,7,3,0,0,0,0,4,1550,176,59,1,229,204,82,24,12,0,4
264,264,HSLLD/HV1/sop,48,5,5,1,1,0,1,0,0,0.42760181,1,0,0,0,0,0,0,0,0,0,0,0,396,25,23,0,43,93,32,0,0,0,1
265,265,HSLLD/HV1/sop,48,1,7,1,0,0,0,1,0,0.463414634,0,0,1,0,0,0,0,0,0,0,0,0,75,11,0,0,14,15,5,0,0,0,0
266,266,HSLLD/HV1/sop,48,4.722222222,91,22,12,0,21,6,0,0.419191919,9,3,3,0,0,0,0,0,0,0,0,7,26,3,0,0,3,1,1,4,3,2,12
267,267,HSLLD/HV1/stn,46,2.541666667,71,9,7,0,8,7,4,0.279707495,5,0,0,1,1,0,0,0,0,0,0,2,1017,99,60,0,125,150,71,0,0,0,8
268,268,HSLLD/HV1/stn,46,2.75,10,1,1,0,1,4,1,0.457446809,1,0,0,0,0,0,0,0,0,0,0,0,176,24,12,0,29,17,15,1,0,0,0
269,269,HSLLD/HV1/stn,46,4.329545455,405,69,40,0,51,29,6,0.193229167,34,1,8,0,0,2,0,2,0,1,0,21,1515,233,73,0,231,141,61,11,10,2,28
270,270,HSLLD/HV1/stn,46,3.148148148,270,29,14,0,36,41,2,0.23187251,9,2,8,0,0,0,0,2,0,0,1,7,930,95,36,0,148,118,47,8,4,2,22
271,271,HSLLD/HV1/sus,49,2.5,5,1,1,0,1,0,0,0.348448687,1,0,0,0,0,0,0,0,0,0,0,0,833,128,107,0,102,101,46,0,0,0,1
272,272,HSLLD/HV1/sus,49,3.171875,212,17,12,0,25,41,3,0.254201681,10,1,3,1,0,0,0,0,0,0,0,2,725,93,34,0,91,80,33,2,4,1,18
273,273,HSLLD/HV1/tam,48,2.266666667,37,1,1,0,2,11,0,0.302262931,0,1,0,0,0,0,0,0,0,0,0,0,1568,119,70,0,187,275,140,0,0,0,2
274,274,HSLLD/HV1/tam,48,2.666666667,14,1,1,0,2,4,1,0.412244898,0,0,0,0,0,0,0,1,0,0,0,0,147,31,8,0,25,16,9,1,0,0,1
275,275,HSLLD/HV1/tam,48,2.845744681,577,69,44,0,72,42,9,0.173688101,25,6,8,1,0,1,0,10,1,0,0,17,1491,172,33,1,238,129,56,13,6,4,49
276,276,HSLLD/HV1/tam,48,2.525,121,6,5,0,11,10,7,0.158667973,4,1,0,0,0,0,0,0,0,0,0,1,2400,304,116,0,411,223,127,0,2,0,9
277,277,HSLLD/HV1/ter,51,1.878787879,74,3,2,0,2,22,16,0.213054187,1,0,0,1,0,0,0,0,0,0,0,1,1550,169,127,0,200,298,158,0,0,0,2
278,278,HSLLD/HV1/ter,51,4,24,3,3,0,5,2,0,0.463157895,3,0,0,0,0,0,0,0,0,0,0,0,70,13,3,0,17,10,3,0,0,0,5
279,279,HSLLD/HV1/ter,51,4.234782609,499,61,46,0,62,136,4,0.192825112,33,11,13,0,2,0,0,0,0,0,0,2,1163,166,83,0,157,124,38,15,8,5,34
280,280,HSLLD/HV1/ter,51,3.446969697,481,51,36,0,52,70,46,0.211648893,31,0,4,2,0,0,0,1,0,1,1,11,708,96,21,0,81,78,34,8,6,0,38
281,281,HSLLD/HV1/tod,48,3.714285714,27,6,4,0,4,2,0,0.316306483,3,0,1,1,0,0,0,0,0,0,0,1,1258,130,104,0,147,177,78,0,0,0,4
282,282,HSLLD/HV1/tod,48,5.4375,84,10,5,0,7,15,4,0.400943396,5,0,0,0,0,0,0,0,0,0,0,5,110,19,8,0,18,10,3,12,0,0,-5
283,283,HSLLD/HV1/tod,48,4.545454545,397,53,26,0,59,39,17,0.151778656,20,1,14,0,0,1,0,2,1,1,0,13,1547,203,63,0,198,170,62,14,2,1,42
284,284,HSLLD/HV1/tod,48,4.375,426,28,16,0,39,62,32,0.214252227,5,3,5,0,0,0,0,7,0,0,1,7,843,97,46,0,111,88,35,9,2,0,28
285,285,HSLLD/HV1/tom,50,5.295918367,498,49,38,0,55,56,33,0.242277992,14,1,6,21,0,0,0,1,0,1,0,5,1561,139,95,0,158,266,134,22,6,1,26
286,286,HSLLD/HV1/tom,50,8.571428571,60,9,6,0,6,10,7,0.480225989,6,0,2,0,0,0,0,0,0,0,0,1,117,13,4,0,13,15,7,2,0,0,4
287,287,HSLLD/HV1/tom,50,6.288690476,2073,290,183,2,285,263,103,0.145857872,113,12,48,19,1,0,0,21,2,13,2,59,3021,376,143,0,392,376,144,75,31,16,163
288,288,HSLLD/HV1/tom,51,5.626086957,662,51,32,0,83,68,39,0.223781388,25,1,14,0,0,0,1,3,0,1,1,5,620,79,26,0,86,63,30,11,2,0,70
289,289,HSLLD/HV1/tri,48,2.806451613,181,16,9,0,13,37,15,0.299334812,1,1,3,4,0,1,1,0,0,1,0,4,1623,156,122,0,171,248,137,7,3,1,2
290,290,HSLLD/HV1/tri,48,9.444444444,76,19,16,0,13,6,1,0.494382022,6,2,1,0,0,0,3,0,0,4,1,2,102,17,8,0,19,8,1,8,2,0,3
291,291,HSLLD/HV1/tri,48,5.430656934,708,128,83,1,109,67,24,0.280616383,49,7,28,5,2,4,6,2,0,6,2,17,525,70,33,0,85,61,24,18,14,3,74
292,292,HSLLD/HV1/tri,48,5.452554745,730,100,59,0,96,77,30,0.217847769,36,7,27,5,2,1,1,0,0,6,1,14,1175,140,63,0,150,146,54,19,12,1,64
293,293,HSLLD/HV1/tru,46,3.455357143,397,40,35,0,46,61,21,0.213899614,22,1,0,6,1,0,1,0,0,4,0,5,2143,195,122,0,270,325,143,8,5,1,32
294,294,HSLLD/HV1/tru,46,5.454545455,184,20,17,1,21,25,12,0.292808219,13,2,1,0,0,0,0,2,0,0,0,2,395,59,11,0,59,50,26,15,5,2,-1
295,295,HSLLD/HV1/tru,46,4.592592593,357,39,30,1,49,53,20,0.232478632,18,2,6,0,0,6,0,1,0,2,1,3,878,126,68,0,139,81,22,13,17,4,15
296,296,HSLLD/HV1/tru,46,4.647058824,499,45,27,0,50,59,26,0.210720887,17,1,7,1,0,2,1,2,3,0,0,11,1046,100,46,0,137,160,88,5,5,0,40
297,297,HSLLD/HV1/vic,48,2.894736842,53,4,3,0,8,2,2,0.293676815,2,0,1,0,0,0,1,0,0,0,0,0,2059,214,174,0,267,356,191,1,1,0,6
298,298,HSLLD/HV1/vic,48,5.222222222,44,7,7,0,8,5,4,0.458064516,5,2,0,0,0,0,0,0,0,0,0,0,111,23,6,0,24,9,6,6,1,0,1
299,299,HSLLD/HV1/vic,48,4.28,525,67,45,0,66,41,16,0.182680902,32,8,16,1,0,0,0,1,0,2,1,6,1267,179,76,0,180,105,42,19,10,3,34
300,300,HSLLD/HV1/vic,48,4.522058824,594,55,30,0,80,77,25,0.262730627,10,3,18,5,0,4,2,2,1,3,0,7,745,84,35,0,109,90,41,13,19,3,45
301,301,HSLLD/HV1/zan,46,2.9,79,12,11,2,11,20,2,0.345930233,1,0,0,5,3,0,2,0,0,0,0,1,262,13,7,0,26,48,19,3,2,2,4
302,302,HSLLD/HV1/zan,46,2.875,18,3,3,0,6,3,0,0.601941748,2,0,0,0,0,0,0,1,0,0,0,0,85,11,1,0,16,7,2,2,0,0,4
303,303,HSLLD/HV1/zan,46,5.43315508,990,153,105,0,144,64,30,0.219394773,70,15,38,10,6,1,0,2,0,1,0,10,423,64,28,0,59,40,18,32,19,4,89
304,304,HSLLD/HV1/zan,46,3.413793103,273,16,12,0,34,34,6,0.206363636,4,4,1,0,3,0,0,0,0,0,1,3,580,71,28,0,88,45,18,4,8,4,18
305,305,HSLLD/HV1/zen,46,3.023809524,133,12,10,0,16,30,7,0.245424293,5,1,0,4,0,0,0,0,0,0,0,2,1058,95,72,0,168,172,80,2,0,0,14
306,306,HSLLD/HV1/zen,46,5.458677686,1315,209,149,0,196,154,36,0.146368468,116,14,37,0,0,5,2,6,2,4,0,23,3201,436,184,1,487,398,135,52,11,1,132
307,307,HSLLD/HV1/zen,46,3.662420382,633,53,24,0,83,55,27,0.177714518,10,3,15,2,0,2,1,3,0,3,0,14,1181,143,65,0,158,125,59,8,6,2,67
