age	Unnamed: 0	Unnamed: 0.1	mlu	#words	#pronouns	#cased_pronoun	#errors	#verb	#noun	#determiner	richness	#I	#me	#you	#he	#him	#she	#her	#we	#us	#they	#them	#it	#parentwords	#parentpronouns	parentcased_pronouns	parenterrors	#parent_verb	#parent_noun	#parent_determiner	#past	#present	#perfect	#untensed	age	%pronouns	%error	%verb	%noun	%verb_tensed	%determiner	%parent_pronouns	%parent_verb	%parent_noun	%parent_determiner
36.0	171	171	8.518409850084808	2174	265	183	18	309	323	135	0.2462826121331497	97	21	56	23	18	1	5	7	1	5	5	26	102	11	4	0	15	20	5	101	50	10	148	36.0	0.08417663293468261	0.09836065573770492	0.1421343146274149	0.1485740570377185	0.5210355987055016	0.06209751609935603	0.0392156862745098	0.14705882352941177	0.19607843137254902	0.049019607843137254
37.0	500	500	7.178537394703534	6050	744	461	5	951	827	351	0.2432780838928647	260	60	187	56	11	3	15	19	3	23	11	96	245	38	22	0	40	24	9	289	117	25	520	37.0	0.07619834710743802	0.010845986984815618	0.1571900826446281	0.13669421487603306	0.45320715036803366	0.058016528925619835	0.08979591836734693	0.16326530612244897	0.09795918367346938	0.036734693877551024
38.0	204	204	7.866043083900227	2318	308	225	3	401	306	101	0.23806172071281664	95	28	59	63	8	3	3	10	2	10	3	24	24	2	1	0	3	3	2	116	61	9	215	38.0	0.09706643658326143	0.013333333333333334	0.1729939603106126	0.13201035375323555	0.46384039900249374	0.04357204486626402	0.041666666666666664	0.125	0.125	0.08333333333333333
39.0	360	360	7.444437434112224	5246	671	378	1	708	718	242	0.19594711600337023	181	52	198	51	9	11	6	20	0	31	17	95	79	13	5	0	10	8	4	250	85	26	347	39.0	0.07205489897064431	0.0026455026455026454	0.13495996950057187	0.13686618375905452	0.5098870056497176	0.046130385055280214	0.06329113924050633	0.12658227848101267	0.10126582278481013	0.05063291139240506
40.0	628	628	6.938369140003516	6739	824	563	1	892	881	323	0.20680960644094643	215	77	170	97	14	17	14	28	4	76	21	91	705	99	46	0	103	94	33	319	83	29	461	40.0	0.08354355245585399	0.0017761989342806395	0.13236385220359104	0.13073156254637186	0.48318385650224216	0.047929959934708416	0.06524822695035461	0.14609929078014183	0.13333333333333333	0.04680851063829787
41.0	425	425	6.8869483875022555	4954	542	401	0	636	615	261	0.1952239757644336	154	40	85	59	19	10	5	23	8	71	12	56	508	70	40	0	74	60	32	261	56	20	299	41.0	0.08094469115865967	0.0	0.1283811061768268	0.12414210738796931	0.529874213836478	0.052684699232943076	0.07874015748031496	0.14566929133858267	0.11811023622047244	0.06299212598425197
42.0	543	543	7.226563929052649	5017	602	368	1	684	624	256	0.21469664303271765	157	47	174	37	21	6	1	36	10	39	14	60	194	24	14	0	18	30	14	223	87	15	359	42.0	0.07335060793302771	0.002717391304347826	0.13633645604943193	0.12437711779948177	0.47514619883040937	0.05102650986645406	0.07216494845360824	0.09278350515463918	0.15463917525773196	0.07216494845360824
43.0	480	480	7.174926505426926	5062	568	369	1	686	692	250	0.2267482051618659	190	25	127	53	15	6	1	24	4	32	19	72	412	61	34	0	58	59	14	213	83	33	357	43.0	0.07289608850256815	0.0027100271002710027	0.13551955748715921	0.1367048597392335	0.47959183673469385	0.04938759383642829	0.0825242718446602	0.1407766990291262	0.14320388349514562	0.03398058252427184
44.0	609	609	7.985752573539327	6294	790	515	5	904	713	288	0.21345631732348783	217	64	175	82	13	16	12	40	10	41	20	100	433	59	35	0	43	44	20	263	125	25	491	44.0	0.08182395932634255	0.009708737864077669	0.1436288528757547	0.1132824912615189	0.45685840707964603	0.04575786463298379	0.08083140877598152	0.09930715935334873	0.10161662817551963	0.046189376443418015
45.0	211	211	7.238851540616247	1845	227	125	0	276	245	82	0.23278642809278244	67	13	55	8	2	5	4	7	2	14	3	47	96	16	10	0	15	16	4	60	42	7	167	45.0	0.06775067750677506	0.0	0.14959349593495935	0.13279132791327913	0.39492753623188404	0.044444444444444446	0.10416666666666667	0.15625	0.16666666666666666	0.041666666666666664
