age	Unnamed: 0	Unnamed: 0.1	age	mlu	#words	#pronouns	#cased_pronoun	#errors	#verb	#noun	#determiner	richness	#I	#me	#you	#he	#him	#she	#her	#we	#us	#they	#them	#it	#parentwords	#parentpronouns	parentcased_pronouns	parenterrors	#parent_verb	#parent_noun	#parent_determiner	#past	#present	#perfect	#untensed	%pronouns	%error	%verb	%tensed_verb	%noun	%determiner	%parent_pronouns	%parent_verb	%parent_noun	%parent_determiner
28	45	45			3269	313	189	3	505	714	133		144	25	14	7	0	1	2	5	0	5	0	110	246	27	16	0	32	28	11	61	22	1	421	0.057815845824411134	0.015873015873015872	0.15448149281125725	0.16633663366336635	0.21841541755888652	0.04068522483940043	0.06504065040650407	0.13008130081300814	0.11382113821138211	0.044715447154471545
